植物性动词,黄俊郎也是鬼才，作品数量不多，但都是精品。,2020-10-11
COVID-0,"这曾经是我最爱的杰伦的歌，

但是恋爱后呢我开始讨厌这首歌，

我觉得为什么有情人不能终成眷属呢，

我不喜欢分别，不喜欢离开，

不喜欢一人强说愁，但是现在听来呀，

我发现自己太幼稚了，要慢慢适应一个人，

现在听着歌的这一刻才明白，

不听杰伦的是因为歌里全都是你[em]e400622[/em][em]e400622[/em][em]e400622[/em]",2020-10-11
这就很范特西,"这曾经是我最爱的杰伦的歌，

但是恋爱后呢我开始讨厌这首歌，

我觉得为什么有情人不能终成眷属呢，

我不喜欢分别，不喜欢离开，

不喜欢一人强说愁，但是现在听来呀，

我发现自己太幼稚了，要慢慢适应一个人，

现在听着歌的这一刻才明白，

不听杰伦的是因为歌里全都是你[em]e400622[/em][em]e400622[/em][em]e400622[/em]",2020-10-11
本捂风笑♡,曾经差点听哭的歌,2020-10-11
你是我所有,“我和你妈同时掉进水里，你会怎么办？”“我会发着呆，然后微微笑，接着紧紧闭上眼。”[em]e400836[/em],2020-10-11
🧏🏻Jan,想他了,2020-10-11
影子,从此寻花问柳，闭口不谈一生厮守。从此红灯绿酒，再也不想牵谁的手。从此人海漂流，闭口不谈爱到白头。从此单打独斗，再也不会彻夜泪流。从此放下离愁，生生世世酒敬自由,2020-10-11
超人不会飞,经典的还是2004年无与伦比演唱会最后一首歌。,2020-10-11
ww,原来从没感觉周杰伦的歌这么好哭,2020-10-11
(⁎⁍̴̛ᴗ⁍̴̛⁎),既然你说高三肯定会分 那我要试着忘记你,2020-10-10
歌声与你🍒,张喆愿你平安喜乐,2020-10-10
alwaysq,我喜欢你，但我没打算告诉你,2020-10-10
alwaysq,“我和你妈同时掉进水里，你会怎么办？”“我会发着呆，然后微微笑，接着紧紧闭上眼。”[em]e400836[/em],2020-10-10
光源,上高中的时候 默默喜欢一个人，因为上学知道不可能的，就不想说出来 必须要忘了他，听这首特别伤感，我会发着呆然后忘记你接着紧紧闭上眼，但是这个人最后还是成了我老公[em]e400829[/em],2020-10-10
Krismile,和他说了晚安 我却听着这首歌哭了 却都不知道自己为什么会哭,2020-10-09
胡说啥,世界上最美好的事情大概就是：WiFi信号满格.对方正在输入.水温刚好.旧衣服里的零钱.快递正在派送.出门是晴天.手机还有1%刚好到家.喜欢的人刚好也喜欢自己.一切都刚刚好. 一定要相信这个世界好人比较多,2020-10-09
月亮失眠.,没有意外没有关系这辈子算我对不起你,2020-10-09
范特西,“我和你妈同时掉进水里，你会怎么办？”“我会发着呆，然后微微笑，接着紧紧闭上眼。”[em]e400836[/em],2020-10-09
好雪好雪好雪,我会发着呆,2020-10-09
Henry,寻找周杰伦的插曲，大头电视听到的歌。从此收集周杰伦的磁带，缓慢的旋律直击人心，什么都不懂的小学生我，也爱上了这首歌,2020-10-09
利威尔,"这曾经是我最爱的杰伦的歌，

但是恋爱后呢我开始讨厌这首歌，

我觉得为什么有情人不能终成眷属呢，

我不喜欢分别，不喜欢离开，

不喜欢一人强说愁，但是现在听来呀，

我发现自己太幼稚了，要慢慢适应一个人，

现在听着歌的这一刻才明白，

不听杰伦的是因为歌里全都是你[em]e400622[/em][em]e400622[/em][em]e400622[/em]",2020-10-09
漫卷~詩情~,00年，小时候只听过一些七里香青花瓷之类的，直到近几年的告白气球。我只想说我错过了太多太多，一个月几乎把周董很多专辑的歌都听了一遍，发现高质量的歌太多了，而且一个人用心的听越听越好听，越来越感触。果然一个人火的一塌糊涂而且一直火是有原因的,2020-10-09
慢灵魂,果然分手之后才懂这首歌的歌词,2020-10-09
.,"这曾经是我最爱的杰伦的歌，

但是恋爱后呢我开始讨厌这首歌，

我觉得为什么有情人不能终成眷属呢，

我不喜欢分别，不喜欢离开，

不喜欢一人强说愁，但是现在听来呀，

我发现自己太幼稚了，要慢慢适应一个人，

现在听着歌的这一刻才明白，

不听杰伦的是因为歌里全都是你[em]e400622[/em][em]e400622[/em][em]e400622[/em]",2020-10-09
ε3,我怎么觉得我快抑郁了,2020-10-09
n n,每年每年冬天都在听轨迹啊,2020-10-09
Autumn Leaves,我会很努力很努力的去听你的演唱会的，幸好世界上有个人叫周杰伦,2020-10-09
Beeboom,听说每首歌都可以评论了，我第一时间找到了轨迹；不为别的，只为在这首歌曲中留下属于我的轨迹；这首曾让我心痛得不能自已，让我在灰暗中清醒的歌，向致敬经典！,2020-10-09
Smile.,1,2020-10-08
Y,你为什么还不出新专辑,2020-10-08
🤡,"真的会不习惯的习惯

我想你了不敢跟你说

很想和你聊天

却发现，早已不如初",2020-10-08
韩信追项羽,"这曾经是我最爱的杰伦的歌，

但是恋爱后呢我开始讨厌这首歌，

我觉得为什么有情人不能终成眷属呢，

我不喜欢分别，不喜欢离开，

不喜欢一人强说愁，但是现在听来呀，

我发现自己太幼稚了，要慢慢适应一个人，

现在听着歌的这一刻才明白，

不听杰伦的是因为歌里全都是你[em]e400622[/em][em]e400622[/em][em]e400622[/em]",2020-10-08
迷失,国庆假期结束了[em]e400905[/em][em]e400420[/em],2020-10-08
听说🌷,"一九一五年
孙中山和宋庆龄在日本相爱
当时孙中山已与卢氏成亲
于是要求与卢氏离婚
并迎娶宋庆龄为妻
卢氏欣然接受
她说:“我常识不够又不懂英语
帮不上先生什么忙
愿先生与我各觅良人”
可离开孙中山后
卢氏终身未嫁
一个人活到八十岁
“我爱你是真的
可我，总不能阻止你奔向比我更好的人吧”",2020-10-08
｀Bling,如果未来哪天，巧克力先生听了这首歌，然后点开了评论，他能不能勇敢一点再牵起布冧小姐的手？相爱都已经那么难了，我们都在为对方想，能不能这一次，为我们着想。,2020-10-08
梦晨♬,发着呆，忘记你了，我释然了,2020-10-08
🌈,这首周杰伦应该也很喜欢,2020-10-08
🌈,让我快点忘掉你吧 再快一些 这样子以后你有了新的女孩子陪在你身边 我就不会那么眼红了,2020-10-08
Dili摸鱼,让我快点忘掉你吧 再快一些 这样子以后你有了新的女孩子陪在你身边 我就不会那么眼红了,2020-10-08
brave,“我和你妈同时掉进水里，你会怎么办？”“我会发着呆，然后微微笑，接着紧紧闭上眼。”[em]e400836[/em],2020-10-07
今夜太漫長.,"这曾经是我最爱的杰伦的歌，

但是恋爱后呢我开始讨厌这首歌，

我觉得为什么有情人不能终成眷属呢，

我不喜欢分别，不喜欢离开，

不喜欢一人强说愁，但是现在听来呀，

我发现自己太幼稚了，要慢慢适应一个人，

现在听着歌的这一刻才明白，

不听杰伦的是因为歌里全都是你[em]e400622[/em][em]e400622[/em][em]e400622[/em]",2020-10-07
Nn6๑,淦！,2020-10-07
Bancroft,如果说分手是苦痛的起点,2020-10-07
叶湘伦,Jay（04）：带来最后一首歌曲，鬼姬谢谢[em]e400851[/em],2020-10-07
微笑丶,不出意外的话，这辈子不会再见了,2020-10-07
7号宇航员.,十八岁小凯的单曲循环,2020-10-07
江老白,花了一包烟的钱开通了绿钻，就为了听这首轨迹，嘴里啃着1元的馒头，看着有着相同经历的评论，如今年过三十，只身一人，我会发着呆，然后微微笑，接着紧紧闭上眼，工头过来喊到，醒醒，上灰！,2020-10-07
晴天,我可能就是这样的男生、明明喜欢她喜欢的要命，但只能每天偷偷的看她，想起她时就会听搁浅，轨迹，说好的幸福呢，可惜没有如果，泡沫，枫，安静，梦中的婚礼，你不是真正的快乐，彩虹[em]e400083[/em]，后会无期，。为什么她拒绝了我，我还放不下她，每天都能见到她，但我只能发着呆，看她和别人相处的那么好，晚上睡觉前，听着歌，眼泪就是控制不了的溢出来.唉，过去读了围城，还挺怕这方面的感情问题，但。                     在生活中，这样的事已经影响我很多了，我食欲不振，注意力不集中，情绪波动很大。可能我要放下,2020-10-07
think of wind.,什么时候《分裂》也可以上榜，,2020-10-07
think of wind.,这是我认为周杰伦最伤感的歌，没有之一，字字句句流露无尽的悲伤，听的心里崩溃[em]e400867[/em],2020-10-07
^o^一路向北？,"有一句话说，万人宠都不如一人懂。
以前，总喜欢有什么说什么，你不听，我便哄着你听，我希望你懂我的心情，懂我的喜好，懂我的全部。
后来，发现不是每一个人都有耐心去了解你，你也没办法唤醒一个装睡的人，于是你开始学会收敛自己的心事，你不听，我便不说了。生活中的沉默，并不是真的无话可说，而是你越来越懂得，有些话，要对懂的人说才有意义。
一个懂你的人，始终明白你的所思所想，你的一个眼神，一个动作，他就能读懂你的心思。许多事情，你不用解释，懂你的人总是无条件的信任你，因为看得见你内心的纯粹，所以不会道听途说，也不会轻易的把你抛下。",2020-10-07
军軍,"真的会不习惯的习惯

我想你了不敢跟你说

很想和你聊天

却发现，早已不如初

你十年前就已经删除我了",2020-10-07
Brave,666,2020-10-07
Brave,666,2020-10-07
Brave,666,2020-10-07
Brave,666,2020-10-07
Brave,666,2020-10-07
Petrichor🌞,天涯无处无芳草,2020-10-07
🌧️,我还是没睡着,2020-10-07
懵圈。,这么大第一次看到我就好奇为什么没有看到你这样对你好是你说什么都没有的是的……这么多年一直坚持到了最后都觉得好难过！你不知道我为什么没有关注过了这么小吗……不会因为我知道自己在你面前我不是我不愿意做自己就做自己的事就自己一个月吧！你不知道我怎么这么想看一下这几集呀……不过,2020-10-07
反方向的钟,专辑的名字叫寻找周杰伦。,2020-10-07
ぼsoda yヤue,以前在没有经历爱情的时候只是觉得歌曲好听，现在经历了爱情，真的很悲伤！！,2020-10-06
阿牛。,你要笑，要快乐,2020-10-06
Ekil,还有一个人呢？？？？？加速器怎么样了？？？？我就好吧！！我也不知道啊哈哈哈哈哈哈哈哈哈啊哈哈哈哈哈哈我去,2020-10-06
ㅤ,轨迹,2020-10-06
打小就被叫靓仔,VIP的应该都是冲着老周充的，别问我怎么这么说，因为我就是,2020-10-06
~,王俊凯在18岁时喜欢听得歌,2020-10-06
~,在一个城市都见不到你何况以后呢就这样还没开始就结束了,2020-10-06
君临天下,不出意外的话，这辈子不会再见了,2020-10-06
晴天,朋友实际上没必要发些矫情的句子，她不爱你的，发遗书也没有用。,2020-10-06
晴天,渡一下各位：离开了的都是没有缘分的，既然都没有缘分失去了又有什么好伤心的呢？,2020-10-06
晴天,等你结婚了，我就会死心的走了,2020-10-06
你能听到Jay,前面淡淡的我会发着呆，让我想起了美好的回忆与不甘，而最后一段高潮结尾撕心裂肺的痛直接哭了,2020-10-06
周甜甜很man,因为小凯来的,2020-10-06
酝酿,广寒宫你明明明明明明,2020-10-06
星炫小天,"如果说放学是苦痛的起点
那在睡觉之前，我愿意再肝一遍
想要对你说的不敢说的淦
会不会有人可以明白
我会发着呆，然后忘记题
接着紧紧闭上眼
想着那一天，会有人代替
让我不再黏着笔
我会发着呆，然后微微笑
接着紧紧闭上眼
又想了一遍，毕业后的脸
在我倒下之前...",2020-10-06
似曾相识,不出意外的话，这辈子不会再见了,2020-10-06
唐伯🐯,不出意外的话，这辈子不会再见了,2020-10-06
Drrr,突然在飙升榜看到这首歌,2020-10-06
5.ru，6xj p6,做了一个特别奇怪的梦 但是 好有感觉,2020-10-06
顾,哥，我想你。,2020-10-06
海蓝时见鲸丶,[em]e400825[/em]晚安,2020-10-06
胡秋实,这首歌的词绝了，句句入人心,2020-10-06
右手螺旋定则,遇见爱情的时候先问问自己配吗,2020-10-06
斜视的傻鱼,去年的演唱会现场跟唱这首歌时眼泪真的控制不住了，十几年了，始终没办法释怀，当年你不懂我为什么那么喜欢杰伦的歌，后来，某一天你突然跟我说你最爱的歌手也是杰伦了，但你最爱的人已经不是我…,2020-10-06
觅音,希望能留下点痕迹吧,2020-10-05
晴天,今天刚领到了一个月会员，感觉就很不错！,2020-10-05
晴天,这首歌承载了太多回忆……,2020-10-05
晴天,上高中的时候 默默喜欢一个人，因为上学知道不可能的，就不想说出来 必须要忘了他，听这首特别伤感，我会发着呆然后忘记你接着紧紧闭上眼，但是这个人最后还是成了我老公[em]e400829[/em],2020-10-05
晴天,“我和你妈同时掉进水里，你会怎么办？”“我会发着呆，然后微微笑，接着紧紧闭上眼。”[em]e400836[/em],2020-10-05
晴天,每次买QQ音乐的会员都是为了听杰伦的歌。,2020-10-05
随玉而安,我会发着呆，然后忘记你，接着静静闭上眼,2020-09-29
zhou,不知不觉90的老了30了，还有多少个十年,2020-09-29
于龙,2020了还有人听杰伦的轨迹吗？,2020-09-29
̶相̶伴̶9̶9̶,旧歌越听越有味 旧人越看越无情,2020-09-29
彡灬Sorrow丶夏天,为什么这么想哭[em]e400867[/em],2020-09-29
℡    老铁树.,想到他还是会红了眼眶 只是他不会再知道了 我能为他做的最后一件事就是不打扰吧 你负责幸福就好 其他的我来承担,2020-09-29
Jelly,今天是2020年9月29  原本约定一定一定会很快很快见面 可是这一面再也见不到了,2020-09-29
温存,当初听这首歌的时候 真的哭死了 和女朋友吵架分手的时候,2020-09-29
素描那年天气,不适合深夜听这歌,2020-09-29
W.,晚安杰伦，每天都最爱你[em]e401236[/em],2020-09-29
糖糖°,大一的时候有个男生坐在长椅上给我唱的歌,2020-09-28
巧克力,杰伦啥时候演唱会啊,2020-09-28
十三,真的要分手以后才明白啊,2020-09-28
四月裂帛,从2017年，最热恋的时候都是异地。后来我发现人等不来，也没有任何未来。一直在给我希望，却没任何实质进展。那就分手吧，我强迫自己更爱自己，努力让自己过得更好。你放不下，你说要娶我。可是你也有放不下的父母，你要尽孝，要替他们还债。来了又走，走了又来。我不要求你了，可最后全是我的错，我竟然那么不堪。不跟你一起为咱俩的以后努力。可我也一个人努力坚持了很久啊。,2020-09-28
🐵Maslove¹/2👈,晚安周杰伦 今天也最爱你,2020-09-28
听我周杰伦一辈子,每次买QQ音乐的会员都是为了听杰伦的歌。,2020-09-28
听我周杰伦一辈子,2020了还有人听杰伦的轨迹吗？,2020-09-28
乄_﹏染ぐ.汐,每次买QQ音乐的会员都是为了听杰伦的歌。,2020-09-28
云妮洛普,不知道为什么，每次听轨迹都想哭,2020-09-28
贝宁,2020了还有人听杰伦的轨迹吗？,2020-09-28
Cristiano ⒎,？？？正在一段很好的恋爱中，闭上眼的时候居然差点听哭了，有丶怕失去这张温柔的脸[em]e400828[/em],2020-09-28
Shadow Preachers,我会发着呆，却忘不掉你。认识了四年，有时点点滴滴会浮现在脑海里，现在却连一句喜欢都不敢说出口。要能回到以前的时光该多好……,2020-09-27
无害的小动物,该评论已经被删除,2020-09-27
追风少年,2020了还有人听杰伦的轨迹吗？,2020-09-27
汪梦帆,2020了还有人听杰伦的轨迹吗？,2020-09-27
M_Wesker,满满的寻找周杰伦的画面,2020-09-23
猴大姐,"初中的时候，喜欢一个女孩，开始的时候只是默默暗恋，她特别喜欢周杰伦，我也开始听杰伦的歌，一次作文课，她用了这首歌里的“微微笑”，我问她她说这是轨迹里的歌词，我中午一直在单曲循环。后来忍不住表白了，写的情书，最后写的是我会唱《甜甜的》还是《轨迹》呢，然而被拒绝了，我听了一周的《轨迹》，然后想到，她拒绝了我但是还是朋友呀，这也不妨碍我喜欢她呀，于是我喜欢她喜欢了七年，从初中到到高中毕业，后来得知她有了男朋友（朋友给我说的，后来我朋友告诉我，是因为看我太可怜了，才骗我的），于是我放弃了。
现在我已经结婚了，我很爱我媳妇，但是每次听《轨迹》还是会想起她，也是怀念我七年的青春吧。",2020-09-23
耍耍,"听轨迹很久了，一直有种淡淡的愁绪，今天，流下了热泪，躺在椅上，闭着双眼，眼睛就湿润了。你一直的喜欢，不太与我相同，我想这很是互补，但你大概不这么认为，所以你也不会来听轨迹，自然也不会听听我。
都好久了，我好像还是很在意，我几次以为我已经骗过自己了。在这个春天，在这个多事的春天，我还是偷偷留意你的消息，你肯定不知道，嘻嘻。就这样吧，我偷偷看看你，你不用知道。祝福你吧，我呢，你不必管我的。我好很多了，只是有一点点不舍，别的嘛，我已经不动声色了。
以后我有好多事，就顾不上你了。反正，我会紧紧闭上眼的。",2020-09-23
Tiffany,我永远的男神 最爱的男人,2020-09-23
🍊 👨,最喜欢的歌没有之一[em]e400832[/em],2020-09-23
夜雨,已经四年了，每次一听这首歌就会想起你，我们的生活轨迹都已全然不同，但还是希望你现在过得很好,2020-09-23
let's go,感觉 无与伦比演唱会 现场版轨迹 更伤,2020-09-23
嗨,2020了还有人听杰伦的轨迹吗？,2020-09-23
眞實的眞,"我以为我放下了但其实并没有[em]e400622[/em]
2020 9月22日  杭州[em]e401335[/em]",2020-09-22
雨下一整晚,一个人发呆的时候不要听，因为会听到哽咽,2020-09-22
pyy,2020了还有人听杰伦的轨迹吗？,2020-09-22
忧奶,2020了还有人听杰伦的轨迹吗？,2020-09-22
H-SUMING,每次买QQ音乐的会员都是为了听杰伦的歌。,2020-09-22
H-SUMING,每次买QQ音乐的会员都是为了听杰伦的歌。,2020-09-22
彳NG,听哭了,2020-09-22
5.ru，6xj p6,是我错了 又错了,2020-09-22
万物皆有灵,不是人生太短，是青春太短暂了,2020-09-22
ʚ路琦,"我以为我放下了但其实并没有[em]e400622[/em]
2020 9月22日  杭州[em]e401335[/em]",2020-09-22
mmmmmmm,万事ok,2020-09-21
Ｍo 尒貓ミ咗啭,寻找周杰伦 &nbsp;我还记得那部电影,2020-09-21
Ｍo 尒貓ミ咗啭,“我和你妈同时掉进水里，你会怎么办？”“我会发着呆，然后微微笑，接着紧紧闭上眼。”[em]e400836[/em],2020-09-21
少年在不在,90后的回忆,2020-09-21
蚂蚁,轨迹，杰伦,2020-09-21
Ming行忠,我看过寻找周杰伦这部电影，虽然没看懂一点什么，但我特别喜欢里面的歌，轨迹，带有伤感的曲调，特别是出在电影里时，这让我不得不爱上这首歌，断了的弦也一样，当时出现在电影中并不知道是什么歌，我就把电影看了好多遍，，，爱杰伦，爱杰伦,2020-09-21
李💋,我们终究是回到了各自的轨迹当中，这辈子都不会有交集,2020-09-21
A101,2020了还有人听杰伦的轨迹吗？,2020-09-27
Waiting丶,越听越好听,2020-09-27
请叫我杰迷,2020年12月31日杰伦上海演唱会，到时候上海见。有没有一起去的杰迷。,2020-09-27
夜晨,算被拒绝了，诶！但我还是会继续加油！,2020-09-27
Serendipity,这是锅苏昊最喜欢的歌,2020-09-27
🌟 瑶er,还喜欢你但是不想等你了 你这个没礼貌的胆小鬼，甚至连告别都没有。,2020-09-27
左眼的痣,我永远爱周杰伦,2020-09-27
Ninfa,因为夏天结束了,2020-09-27
🍒,为了杰伦都开了一年的绿钻了,2020-09-26
海啸,2020了还有人听杰伦的轨迹吗？,2020-09-26
Je vous ai perdu,我想看看有多少人是为了周杰伦开绿钻的,2020-09-26
三分之二十倍的过氧化钠,这是一首六个字以下的歌“我好爱你！”（其实我不是我！）,2020-09-26
零下5°,2020了还有人听杰伦的轨迹吗？,2020-09-26
ropzs,2020了还有人听杰伦的轨迹吗？,2020-09-26
Sting,不出意外的话，这辈子不会再见了,2020-09-26
nnnnIu,你看到了吗 我一直在等你,2020-09-26
生如夏花☘️,2017.3.24——2020.9.24。1281天。183周。42个月。3年半。我对你付出的一切从不后悔。你不知道。在南京回苏州的高速上。我大声在车里哭了多少次。以后我想起你只会默默闭上眼。然后发着呆。回忆此时我每句话为此画上的句号。,2020-09-26
仙风道骨,2020了还有人听杰伦的轨迹吗？,2020-09-26
,周杰伦,2020-09-26
普通人,这歌在我读初中时候第一次听，也是我第一次听哭的歌,2020-09-26
戒网瘾,好，有什么用？人人都能对她好，做自己，把自己变得更好更优秀吧，这样你才值得拥有,2020-09-26
Arqiu,人总在细节里面 崩溃,2020-09-26
冇。,再见也是擦身而过,2020-09-26
零,在想 怎么样才能不这么脆弱,2020-09-26
□□^_^□□,秋日限定神曲[em]e400823[/em],2020-09-25
小时光,而立之年再听杰伦，各种往事画面浮现脑海。杰伦无可替代！,2020-09-18
9,决定放弃了，再见2015那个美好的开始。,2020-09-18
后来没结果,你的偶像可能不是周董，但你偶像的偶像是周董。,2020-09-18
LＤ,唯一一首放在歌单但是不敢听的歌,2020-09-18
晚风,这首真悲伤啊…,2020-09-18
Holy Garil,2020-9-18听还是那么好听，相比那些市面上的商业歌简直没法比,2020-09-18
与Beatrice相遇是我,不出意外，这辈子我们都不可能再见，就算出了意外也不可能再见吧,2020-09-18
熙熙宝贝,我从未想过会活在你离开的轨迹里,2020-09-18
西瓜勺子,真的希望下辈子，你平凡一点，我再努力一点,2020-09-18
临渊羡鱼,上高中的时候 默默喜欢一个人，因为上学知道不可能的，就不想说出来 必须要忘了他，听这首特别伤感，我会发着呆然后忘记你接着紧紧闭上眼，但是这个人最后还是成了我老公[em]e400829[/em],2020-09-18
夏薇紫喏,相遇总是猝不及防，而离开早已蓄谋已久。,2020-09-17
唯有雀斑可爱,他不喜欢周杰伦，永远也不会知道，我还喜欢她的，但她和别人在一起了，我再也不会喜欢她了，永远！,2020-09-17
★★★,dg should have something about me today but we are doing something wrong in this game it's really really hard and really addictive to me when you get the time and what time will your next visit to the house to see the kids for dinner,2020-09-17
山月,不出意外，这辈子我们都不可能再见，就算出了意外也不可能再见吧。,2020-09-17
之枫宸 ✨,2020了还有人听杰伦的轨迹吗？,2020-09-17
苦酒、,这是我认为周杰伦最伤感的歌，没有之一，字字句句流露无尽的悲伤，听的心里崩溃[em]e400867[/em],2020-09-17
苦酒、,如果分手是苦痛的起点，那在终点之前我宁愿在爱一遍,2020-09-17
Fck,想着那一天会有人代替…,2020-09-17
西瓜勺子,希望我们的聊天，能一直继续下去。如果真的等到你拒绝我那天，希望你还能好好的,2020-09-17
小丸子,那个满眼全是你的人早就在你不珍惜她的时候消失了,2020-09-17
年轻即出发,"我会发着呆，然后忘记你，想着那一天，会有人代替你。
这应该是忘记一个人最好的方式吧。
想着那一天，会有人代替，让我不再想念你。",2020-09-16
Alice,我喜欢你 你不能知道 也不必知道 就让我独自演完这场戏吧！,2020-09-16
★★★,da new version doesn't make any difference between being used as you go and the person you're talking into your head like your name but not your friend that would make your life more interesting,2020-09-16
snmm,最难受的或许不是得不到，而是舍不得,2020-09-16
一鹤,杰伦的歌我最爱的一首,2020-09-16
上班了不说了,2020了还有人听杰伦的轨迹吗？,2020-09-25
I'ivresse,秋日限定神曲[em]e400823[/em],2020-09-25
꧁星辰幻梦꧂,2020了还有人听杰伦的轨迹吗？,2020-09-25
Day-Dream,以前失去太多，总是很在意，所以听这首歌很伤感，现在只是觉得好听了,2020-09-25
@,2020年12月31日杰伦上海演唱会，到时候上海见。有没有一起去的杰迷。,2020-09-25
㄄,終於聽懂這首歌了,2020-09-25
.,昨天的月亮我们一起看了很久，月半是因为我们的走散，但它勇敢地走了很多步，而我们的感情只能原地踏步。在我和学业之间，很庆幸你能理智地选择学业，我不会怪你，因为你我都懂得，也都值得！昨天第一次接吻也会是我们最后一次接吻，你问我在想什么，我说我会发着呆，我没说下去是因为我还不想忘了你，在感情里面我们只能发着呆，或许多年以后回想起，依旧会发着呆。我们的未来就像行走在不同的轨迹，即将毕业的你走的太快，我永远跟不上，想要对你说的不敢说的爱，我会把它叠成纸飞机遗落在空中。我们的分手不会是痛苦的起点，而是我们奔向各自前程，相忘于江湖的终点！永远记得昨天晚上我告诉你的，不要为我影响你未来的任何决定，黄蓉，再见啦,2020-09-25
餐后莫吉托,我说的每一句新年快乐都是我想你,2020-09-25
ʚ路琦,"我以为我放下了但其实并没有[em]e400622[/em]
2020 9月22日  杭州[em]e401335[/em]",2020-09-24
秦知意,"听轨迹很久了，一直有种淡淡的愁绪，今天，流下了热泪，躺在椅上，闭着双眼，眼睛就湿润了。你一直的喜欢，不太与我相同，我想这很是互补，但你大概不这么认为，所以你也不会来听轨迹，自然也不会听听我。
都好久了，我好像还是很在意，我几次以为我已经骗过自己了。在这个春天，在这个多事的春天，我还是偷偷留意你的消息，你肯定不知道，嘻嘻。就这样吧，我偷偷看看你，你不用知道。祝福你吧，我呢，你不必管我的。我好很多了，只是有一点点不舍，别的嘛，我已经不动声色了。
以后我有好多事，就顾不上你了。反正，我会紧紧闭上眼的。",2020-09-24
最,每次买QQ音乐的会员都是为了听杰伦的歌。,2020-09-24
请叫我杰迷,2020年12月31日杰伦上海演唱会，到时候上海见。有没有一起去的杰迷。,2020-09-24
#EE0000,2020了还有人听杰伦的轨迹吗？,2020-09-24
自挂东南枝,可能真的是年纪大了，没了冲动，只剩下理性了，什么事情都会权衡利弊了。,2020-09-24
搁浅,我真的很想哭,2020-09-24
九日不是旭,遇见爱情的时候先问问自己配吗,2020-09-24
sunny心晴,"听轨迹很久了，一直有种淡淡的愁绪，今天，流下了热泪，躺在椅上，闭着双眼，眼睛就湿润了。你一直的喜欢，不太与我相同，我想这很是互补，但你大概不这么认为，所以你也不会来听轨迹，自然也不会听听我。
都好久了，我好像还是很在意，我几次以为我已经骗过自己了。在这个春天，在这个多事的春天，我还是偷偷留意你的消息，你肯定不知道，嘻嘻。就这样吧，我偷偷看看你，你不用知道。祝福你吧，我呢，你不必管我的。我好很多了，只是有一点点不舍，别的嘛，我已经不动声色了。
以后我有好多事，就顾不上你了。反正，我会紧紧闭上眼的。",2020-09-23
Lynn,2020了还有人听杰伦的轨迹吗？,2020-09-23
1,当年和几个发小一起坐在电脑前听着周杰伦的很多歌 互相分享 每个人都认为自己最喜欢周杰伦 这么久了见面也基本上会提起小时候一起听杰伦歌的感受 太怀念了,2020-09-23
COVID-0,"这曾经是我最爱的杰伦的歌，

但是恋爱后呢我开始讨厌这首歌，

我觉得为什么有情人不能终成眷属呢，

我不喜欢分别，不喜欢离开，

不喜欢一人强说愁，但是现在听来呀，

我发现自己太幼稚了，要慢慢适应一个人，

现在听着歌的这一刻才明白，

不听杰伦的是因为歌里全都是你[em]e400622[/em][em]e400622[/em][em]e400622[/em]",2020-09-23
小明呀,这歌再听，真的哭死,2020-09-23
再无妳,2020了还有人听杰伦的轨迹吗？,2020-09-23
人呐,不要因为走的太远 忘记为什么出发,2020-09-23
瑶瑶,曾经的青春年少啊,2020-09-23
周狗只认钱,世人皆爱晴天，而我独爱轨迹,2020-09-23
Tiny,我会发着呆，然后微微笑，接着紧紧闭上眼。。。非常朴实的描述却直击内心，或许希望只要这样就能真的忘掉吧。。,2020-09-21
澄澈,人们总是要学着一个人生活,2020-09-21
离离寒,百听不厌的杰伦,2020-09-21
枫,"这曾经是我最爱的杰伦的歌，

但是恋爱后呢我开始讨厌这首歌，

我觉得为什么有情人不能终成眷属呢，

我不喜欢分别，不喜欢离开，

不喜欢一人强说愁，但是现在听来呀，

我发现自己太幼稚了，要慢慢适应一个人，

现在听着歌的这一刻才明白，

不听杰伦的是因为歌里全都是你[em]e400622[/em][em]e400622[/em][em]e400622[/em]",2020-09-21
uu,我会发着呆，然后忘记你,2020-09-21
Jay,晚安周杰伦 今天也最爱你,2020-09-20
崇其雨.,29号深圳场次轨迹听的我热泪盈眶！！[em]e400867[/em][em]e400867[/em],2020-09-20
老洋,婉婉。。。再见了。,2020-09-20
生先猛刚•,2020了还有人听杰伦的轨迹吗？,2020-09-20
巴塞之光,一首听完了想哭的歌,2020-09-20
|(￣3￣)|,2020了还有人听杰伦的轨迹吗？,2020-09-20
H .,想透彻了，是我的就是我的！不是我的强求不来！什么你的规则，我也要有我的主权！我爱你，但是对不起，我退了！祝幸福！我会永远爱你，但是会放心底！爱你呀！我爱的男孩！,2020-09-20
Alice,下辈子我尽量早出现十年 然后来见你,2020-09-19
❀吉良吉櫻𓃠,"我会发着（⊙_⊙）
然后微微（^_^）
接着紧紧(⋟﹏⋞)",2020-09-19
鱼,毕竟那会儿的歌都很用心[em]e400822[/em],2020-09-19
贤人郑,这是我认为周杰伦最伤感的歌，没有之一，字字句句流露无尽的悲伤，听的心里崩溃[em]e400867[/em],2020-09-19
secret,00年，小时候只听过一些七里香青花瓷之类的，直到近几年的告白气球。我只想说我错过了太多太多，一个月几乎把周董很多专辑的歌都听了一遍，发现高质量的歌太多了，而且一个人用心的听越听越好听，越来越感触。果然一个人火的一塌糊涂而且一直火是有原因的,2020-09-19
